eps_act_pct,d_act_mm,dL_pct,dR_pct
23.75,15.68,14.666636023228863,15.090346098067652
25.0417,1.07,-4.59490714067673,15.252630955436649
16.1567,34.48,10.678529494793176,10.470511580152822
26.25,13.17,15.9944703164701,16.92862462274135
2.0933,19.29,0.5932832389879072,1.060279977096373
21.25,25.74,13.669066623413585,13.154078313016893
11.1883,7.14,1.5048146157337516,6.387347720496772
8.4367,20.81,4.895942220433991,5.052619108732995
5.3183,8.66,-1.1262990251519112,2.904416846012597
17.5,11.66,9.175124145791823,10.939521028495276
22.5,32.92,14.751075978207817,14.126131775957354
15.0,22.37,9.140661422997432,9.179633912123231
28.735,10.18,16.105921392061727,17.61802278516003
9.0,2.59,-9.807751270259446,4.9262542697494425
22.1933,8.66,10.456779800314763,13.432187493829842
14.015,16.26,8.026269398691621,8.547396686871878
15.5417,11.7,7.824100548376145,9.013367030623728
22.5,23.08,14.417704655826856,14.0712577901462
21.24,10.18,11.176257923248901,13.072837482970364
17.5,15.02,9.982675367310456,10.821933916042802
25.0,7.92,12.548188802802285,15.545016266217223
8.75,29.47,5.320153669582783,4.973934856739701
5.885,8.66,-0.6784387061366082,2.9833948703773174
2.24,36.0,1.531691239108901,0.9773530515134163
6.25,20.14,3.2141022819754728,3.6295222043664013
5.6817,1.07,-20.06183600624739,3.216380042253243
1.25,19.4,0.06989489879623001,0.47818759064006583
19.7867,22.33,12.04007890100669,11.821035796789543
5.0,21.05,2.5006750136055134,2.7632971426331676
27.5,20.77,18.055825747687358,17.614549445380785
8.75,22.66,4.907249120027091,5.318857053266962
3.0417,36.0,1.8674582901444525,1.696053073232373
7.5,31.6,4.482624861137108,4.3468035903265
13.7233,25.37,8.548398917270038,8.32625821865066
12.5,31.45,7.817452391412627,7.376631521185279
21.25,4.28,4.743160113282241,13.295182847959863
27.14,4.11,8.228271995843727,16.757162319584577
9.1717,5.62,-1.9374345732424247,5.048670207514759
25.0,3.54,5.974761510879301,15.901697173989731
9.7817,23.85,5.731636139880192,5.605465279286038
27.4533,19.29,17.440515846075442,17.124410132880527
25.0,14.62,15.393793149033375,16.07415827225336
15.0,18.95,8.818031231267831,9.073805510916005
17.5,24.52,10.914555730109843,10.720025085250656
6.25,28.09,3.6445005061670255,3.566809077725081
27.5,31.73,18.47135862363032,17.250029396778114
15.0,3.39,-1.118226527328936,9.336416728726531
13.75,7.65,4.054894110742024,8.156626033786697
13.7083,2.59,-5.7493154423310155,8.073528540683554
18.0267,23.85,10.694638105471622,10.387584654569865
9.2083,4.11,-4.819657702941738,5.028925701423579
19.73,10.18,10.071686491554367,12.243568227140798
8.75,21.65,4.965052733926112,5.056245835456434
0.0,31.44,-0.14539731718000715,-0.09279917862854661
20.87,29.93,12.950183880237987,12.725334175765592
27.5,16.43,17.717286558769697,17.579273311645043
20.4783,2.59,-1.0626977222595424,12.02242975891958
28.75,36.0,19.544367704682575,18.63363775330224
14.615,7.14,3.9481135076580243,8.432878551543032
21.0317,7.14,8.70104239969043,12.721385274547355
1.25,29.57,0.5626427347468876,0.38803747109316816
11.25,1.0,-15.174235494239309,6.773017677262572
20.0,22.58,12.58238885986942,12.311370673774153
21.135,10.18,10.297786156514599,12.334392955160228
19.37,32.96,12.14847803255874,11.888167117499556
6.4483,13.22,2.102376256933547,3.690248188441566
2.5,27.76,1.2443786909556387,1.6187825814290753
28.1517,22.33,18.025949848265867,17.325804095010565
7.12,16.26,3.407730411676191,4.20360534681225
27.8383,19.29,17.798938437273936,17.38898651450234
23.9317,28.41,14.933065952473367,14.103500700929967
3.75,7.9,-2.353745874482771,2.1596832987104615
8.75,11.07,3.0286965765882856,4.864186885117391
20.0,21.52,12.53111470280086,12.417199074981381
20.0,25.24,12.731689048646366,12.354485948340061
6.25,13.26,2.0929239936261057,3.4100262611217813
3.75,7.38,-2.4301339345705775,1.885313369654686
2.5,34.4,1.4127856781896542,1.4815976169011875
28.4317,36.0,18.894983059375647,17.75623432779829
0.0,17.77,-1.0138968036312757,-0.11649258593796276
25.0,8.61,12.892789169906816,15.407831301689335
25.0,7.16,11.914622946237818,15.815466624857915
16.4433,7.14,5.305749914296287,9.653089027977964
18.75,31.6,12.034039630313377,11.496100027436992
3.4267,29.93,1.936745378534055,1.81846901099769
8.515,29.93,4.87126188473439,4.444488321124647
20.3433,22.33,12.807586065382681,12.279108338104923
15.6567,1.07,-12.410499374563388,8.74484174778368
22.5,17.54,14.01047441658747,13.828244424411086
6.1617,10.18,0.7385957368345464,3.2874602641814916
10.0,25.38,5.9334188602424565,5.87935562262376
0.0,4.11,-12.148872980709891,-0.14808379568385097
26.25,34.2,17.49523062887257,16.658174264100655
14.0883,4.11,-1.1567354319429901,8.120915355302387
13.1517,5.62,1.500481780795515,8.041937330937667
16.25,34.45,10.375229595794512,9.951789283894485
5.0,1.0,-19.81770615787117,3.229726022027986
24.1867,26.89,15.26402044883286,14.581317748336525
3.75,16.84,1.2402137408843883,2.363500960294752
15.86,20.81,9.991296876491763,9.787351669397989
6.25,5.35,-4.181928597223649,3.7902245913847845
27.6667,36.0,18.425441445308934,17.618469015795867
20.0,34.05,12.983540847337839,12.52302747618861
11.61,25.37,6.96032161605602,6.829624656939207
12.9633,23.85,7.734623364816473,8.113017552865916
10.995,7.14,1.990766634533303,6.588741682626809
7.5,8.8,1.2508408711677577,4.45655156194881
14.9733,5.62,1.8217076233555396,8.539498884435407
12.5,23.44,7.554434472353244,7.701955865637126
11.25,16.14,6.014732553767765,6.729902402696665
12.4433,25.37,7.490837633096459,7.248208186072224
6.7133,14.74,2.7208502982903893,3.757379509151579
26.25,33.89,17.527208412847983,16.779680946968213
22.5,18.4,14.058848398416268,13.620507192411713
23.5,14.74,13.568959314194128,14.190376527731157
11.25,20.84,6.567084270620649,6.706384980206169
13.3117,32.96,8.10362930169044,7.540426876221691
6.25,28.09,3.6558458183724385,3.182691177046996
16.25,13.02,8.79733081124665,9.861639164347588
28.5467,5.62,12.047407877775917,17.878650265563607
